fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.84,0.295,0.292,4.09,0.09,11,25,0.99792,3.39,0.54,9.99,5
5.48,0.587,0.358,1.85,0.128,9,12,0.99519,3.52,0.56,9.97,5
6.65,0.523,0.139,2.53,0.096,6,22,0.99685,3.32,0.5,9.96,6
8.67,0.634,0.197,3.48,0.06,3,30,0.99734,3.28,0.57,12.36,6
8.29,0.327,0.432,1.7,0.033,28,45,0.99561,3.22,0.7,9.99,6
8.4,0.624,0.0,1.84,0.094,23,36,0.99621,3.38,0.59,12.65,6
7.21,0.466,0.411,1.92,0.052,10,15,0.99704,3.35,0.57,12.13,7
8.35,0.37,0.217,3.09,0.076,4,55,0.99643,3.43,0.98,10.53,5
8.31,0.651,0.291,3.54,0.097,1,24,0.99566,3.29,0.67,9.93,5
9.58,0.334,0.7,1.54,0.121,14,91,0.99497,3.42,0.58,9.98,5
8.12,0.669,0.341,1.92,0.068,22,86,0.99786,3.33,0.85,10.7,5
10.81,0.463,0.185,2.28,0.078,11,37,0.99612,3.27,0.45,11.12,6
7.92,0.587,0.363,3.99,0.079,11,93,0.9963,3.11,0.43,8.99,4
9.22,0.229,0.459,2.07,0.071,11,85,0.9962,3.26,0.53,10.56,7
10.88,0.62,0.0,1.77,0.041,13,65,0.99607,3.15,0.6,11.14,4
6.23,0.5,0.534,1.41,0.037,14,62,0.99473,3.4,0.46,11.69,6
7.77,0.359,0.194,1.03,0.083,14,46,0.99437,3.13,0.76,10.93,5
10.44,0.668,0.469,2.87,0.143,6,74,0.99587,3.15,0.56,10.04,5
7.95,0.255,0.289,0.9,0.059,15,28,0.99618,3.39,0.68,9.86,5
7.66,0.26,0.377,1.54,0.075,8,38,0.99663,3.26,0.37,10.47,4
11.11,0.442,0.3,5.36,0.069,4,58,0.99769,3.08,0.46,11.66,7
10.65,0.424,0.412,4.02,0.054,15,54,0.99656,3.32,0.89,12.11,6
8.9,0.345,0.265,1.43,0.09,22,36,0.99679,3.42,0.88,11.78,7
7.6,0.552,0.074,1.11,0.083,10,59,0.99462,3.49,0.63,9.28,5
9.55,0.621,0.379,3.23,0.07,10,26,0.99618,3.38,0.84,10.22,6
7.49,0.413,0.628,1.91,0.054,7,29,0.99701,3.3,0.7,10.86,6
11.01,0.12,0.0,2.48,0.071,19,41,0.99668,3.16,0.58,9.56,5
6.6,0.69,0.19,4.06,0.063,11,31,0.9981,3.55,0.43,9.41,5
6.55,0.503,0.177,3.56,0.074,4,17,0.99744,3.55,0.62,8.96,5
5.84,0.372,0.431,2.4,0.047,3,48,0.99799,3.48,0.67,8.92,5
8.02,0.591,0.173,1.69,0.043,12,38,0.99605,3.4,0.57,10.31,5
10.18,0.239,0.388,1.93,0.084,43,105,0.99551,3.08,0.87,10.03,5
8.14,0.529,0.275,2.53,0.056,51,65,0.9968,3.3,0.57,10.43,5
10.04,0.657,0.177,3.79,0.062,11,18,0.99809,3.43,0.57,9.77,5
8.93,0.475,0.359,2.88,0.073,22,44,0.998,3.32,0.68,8.88,6
8.89,0.6,0.0,1.38,0.051,15,40,0.99531,3.3,0.71,9.63,5
8.95,0.326,0.168,1.35,0.082,12,41,0.99633,3.35,0.48,11.05,6
8.36,0.484,0.58,2.33,0.109,21,39,0.99608,3.54,0.61,10.15,5
7.49,0.664,0.361,1.14,0.053,15,81,0.99606,3.33,0.64,10.81,5
9.46,0.502,0.355,1.13,0.061,24,77,0.99783,3.28,0.64,8.71,5
9.38,0.441,0.28,3.52,0.091,7,12,0.9967,3.33,0.58,10.94,6
10.05,0.532,0.162,2.45,0.145,33,67,0.99671,3.23,0.81,9.02,5
8.67,0.619,0.099,2.8,0.086,24,60,0.99663,3.26,0.85,9.09,4
9.5,0.916,0.0,2.31,0.049,18,36,0.99537,3.52,0.67,10.11,5
7.58,0.596,0.108,1.25,0.072,10,81,0.9961,3.3,0.72,9.35,4
9.41,0.256,0.539,5.01,0.142,3,17,0.99719,3.09,0.75,10.93,6
6.53,0.67,0.315,1.51,0.159,7,21,0.9976,3.32,0.91,10.7,6
6.01,0.338,0.04,2.75,0.107,15,31,0.99845,3.67,0.62,9.55,6
9.68,0.12,0.185,1.8,0.078,8,40,0.99645,3.35,0.54,9.29,5
7.92,0.669,0.43,7.28,0.071,16,77,0.99588,3.53,0.53,9.5,5
8.71,0.868,0.588,2.06,0.095,20,111,0.99602,3.42,0.82,10.01,4
8.37,0.393,0.238,2.58,0.094,14,23,0.99527,3.49,0.6,10.72,5
8.6,0.524,0.48,2.92,0.074,13,52,0.99601,3.18,0.74,9.16,5
4.88,0.429,0.297,1.46,0.053,15,29,0.99564,3.34,0.8,10.74,6
7.61,0.748,0.002,3.08,0.076,5,57,0.99668,3.31,0.45,11.27,5
8.37,0.467,0.022,4.45,0.074,19,54,0.9989,3.37,0.79,10.16,6
7.18,0.313,0.0,3.18,0.07,10,17,0.99691,3.2,0.57,10.66,5
8.37,0.491,0.133,3.38,0.043,12,21,0.99614,3.28,0.73,9.3,5
7.25,0.679,0.797,2.81,0.095,23,49,0.99766,3.38,0.7,9.79,5
8.27,0.469,0.299,1.79,0.082,26,63,0.99465,3.56,0.55,9.88,5
8.83,0.392,0.064,4.53,0.042,13,27,0.99728,3.24,0.78,10.48,5
7.54,0.419,0.0,3.14,0.072,19,37,0.99641,3.29,0.84,10.43,6
5.31,0.736,0.546,2.35,0.066,10,18,0.99836,3.46,0.74,9.54,5
8.96,0.459,0.253,2.1,0.099,11,22,0.99591,3.23,0.42,9.1,5
8.7,0.659,0.234,3.22,0.189,8,27,0.99776,3.41,0.69,10.89,6
7.88,0.58,0.386,4.08,0.07,18,33,0.99842,3.29,0.85,10.92,6
8.07,0.681,0.495,1.65,0.042,34,93,0.99588,3.35,0.33,10.95,6
6.53,0.639,0.0,0.9,0.053,18,40,0.99592,3.48,0.55,11.95,6
8.78,0.426,0.012,2.36,0.083,12,36,0.99631,3.25,0.83,9.21,5
8.66,0.639,0.518,1.8,0.058,20,33,0.99605,3.61,0.73,9.15,4
9.28,0.338,0.299,1.42,0.112,13,21,0.9964,3.19,0.55,9.73,5
8.0,0.58,0.159,4.45,0.122,12,31,0.9972,3.26,0.4,10.21,6
5.51,0.718,0.132,1.02,0.053,12,59,0.99751,3.41,0.49,11.34,5
6.11,0.633,0.226,2.63,0.066,32,100,0.99613,3.29,0.72,12.21,5
7.87,0.239,0.248,1.71,0.105,15,24,0.99563,3.43,0.8,10.8,6
11.09,0.515,0.476,3.38,0.044,33,61,0.99723,3.15,0.48,11.18,6
7.64,0.53,0.0,2.35,0.113,15,34,0.99705,3.26,0.81,11.02,6
9.31,0.722,0.126,1.58,0.085,9,47,0.99639,3.11,0.58,10.45,5
8.09,0.474,0.0,1.25,0.096,44,80,0.99571,3.19,0.68,11.18,6
8.87,0.745,0.286,1.34,0.073,2,26,0.99484,3.48,0.83,11.63,6
8.63,0.52,0.237,3.55,0.085,29,77,0.99745,3.25,0.93,10.37,5
6.69,0.754,0.255,3.86,0.079,5,13,0.99603,3.55,0.64,11.99,6
8.48,0.383,0.0,2.65,0.04,21,87,0.99785,3.25,0.69,12.64,7
10.5,0.695,0.239,3.16,0.055,27,42,0.99576,3.31,0.63,10.1,5
6.29,0.12,0.388,1.91,0.066,48,136,0.9967,3.18,0.75,11.4,7
7.95,0.921,0.016,1.55,0.127,27,80,0.99637,3.42,0.67,10.97,5
8.7,0.291,0.252,0.9,0.045,11,17,0.99543,3.26,0.56,11.95,7
8.45,0.513,0.131,2.77,0.084,7,31,0.99712,3.29,0.49,10.32,5
8.97,0.621,0.212,1.88,0.08,10,43,0.99751,3.23,0.39,8.52,4
6.69,0.434,0.624,5.06,0.081,9,21,0.99711,3.55,0.48,9.8,4
11.6,0.286,0.183,2.24,0.157,19,74,0.99847,3.2,0.5,10.61,5
9.56,0.919,0.646,1.8,0.039,13,54,0.99581,3.22,0.4,12.37,6
9.77,0.63,0.544,1.61,0.21,9,100,0.99668,3.2,0.43,10.86,5
10.27,0.508,0.284,5.41,0.071,11,29,0.9964,3.38,0.74,8.91,5
7.58,0.623,0.248,3.32,0.123,19,24,0.99663,3.27,0.63,10.18,6
9.5,0.567,0.0,1.3,0.089,12,63,0.9962,3.34,0.77,9.88,5
7.54,0.467,0.126,1.31,0.065,5,20,0.99707,3.31,1.08,10.49,5
8.17,0.5,0.437,3.59,0.079,40,73,0.99615,3.13,0.55,10.08,5
9.43,0.565,0.43,1.96,0.042,47,64,0.9963,3.16,0.65,12.55,7
10.09,0.589,0.199,1.69,0.094,7,43,0.99633,3.4,0.68,9.24,5
8.41,0.491,0.0,1.77,0.055,38,54,0.99538,3.33,0.57,11.09,5
7.62,0.685,0.609,1.28,0.072,6,15,0.99572,3.36,0.63,11.61,5
7.96,0.704,0.053,0.9,0.103,19,78,0.99568,3.37,0.79,11.16,4
10.72,0.602,0.0,2.58,0.069,17,28,0.99649,3.06,0.33,10.26,5
8.48,0.57,0.475,4.77,0.087,10,28,0.99689,3.26,0.75,10.95,4
4.9,0.687,0.218,1.68,0.096,4,14,0.99693,3.39,0.57,11.92,5
10.05,0.232,0.351,1.09,0.123,39,54,0.99642,3.25,0.41,12.2,6
9.68,0.457,0.384,4.08,0.061,16,34,0.99646,3.24,0.71,10.62,6
6.62,0.35,0.303,1.91,0.064,13,29,0.99545,3.58,0.48,9.5,6
6.05,0.407,0.236,3.08,0.071,6,58,0.99619,3.41,0.66,11.59,5
7.36,0.192,0.101,1.09,0.1,16,23,0.99677,3.52,0.69,9.88,5
9.3,0.495,0.198,3.3,0.087,9,25,0.99703,3.32,0.53,10.73,6
7.25,0.439,0.44,1.52,0.039,26,102,0.99619,3.37,0.34,9.82,5
5.39,0.526,0.252,2.55,0.092,21,41,0.99688,3.53,0.87,10.73,7
9.85,1.092,0.414,3.76,0.049,3,35,0.99827,3.07,0.7,10.18,5
11.47,0.577,0.207,1.23,0.046,5,44,0.99615,3.12,0.64,9.33,5
7.03,0.538,0.337,2.61,0.059,49,61,0.99692,3.38,0.47,9.66,6
8.57,0.547,0.156,1.85,0.079,17,33,0.99685,3.22,0.88,11.27,6
7.89,0.516,0.249,2.7,0.087,13,29,0.99746,3.4,0.78,10.25,6
8.0,0.682,0.421,2.28,0.069,8,46,0.99618,3.17,0.52,10.38,4
7.08,0.595,0.043,3.24,0.057,19,37,0.99637,3.52,0.73,11.55,5
8.26,0.569,0.221,1.3,0.075,33,62,0.9953,3.22,0.75,11.7,7
9.76,0.493,0.246,1.73,0.102,12,53,0.99573,3.32,0.8,11.2,6
8.84,0.759,0.524,1.12,0.065,54,65,0.99782,3.28,0.47,11.23,5
4.75,0.307,0.616,2.08,0.102,14,51,0.99726,3.32,0.5,10.32,6
6.06,0.606,0.286,1.79,0.103,43,94,0.99573,3.38,0.99,10.67,7
7.35,0.884,0.063,1.4,0.048,22,38,0.99608,3.34,0.47,9.46,4
8.94,0.631,0.224,1.54,0.07,37,58,0.997,3.28,0.48,9.36,5
9.43,0.226,0.0,2.98,0.057,11,35,0.99753,3.29,0.71,11.19,7
10.84,0.629,0.209,1.06,0.097,6,36,0.99608,3.34,0.6,9.51,4
10.11,0.883,0.295,2.04,0.049,7,97,0.99679,3.18,0.62,11.01,5
5.11,0.652,0.178,2.78,0.037,24,51,0.99688,3.45,0.37,10.63,5
7.31,0.413,0.215,2.32,0.051,10,34,0.99619,3.4,0.65,10.49,6
9.58,0.786,0.325,3.14,0.17,12,82,0.996,3.33,0.61,11.72,5
9.4,0.216,0.187,1.44,0.077,16,37,0.99452,3.13,0.75,9.82,6
6.95,0.525,0.62,2.3,0.105,24,46,0.99587,3.39,0.74,8.97,5
9.28,0.432,0.174,1.32,0.134,7,45,0.99592,3.2,0.48,11.07,5
9.27,0.759,0.082,2.36,0.049,10,31,0.99674,3.1,0.75,9.63,5
7.73,0.575,0.25,1.54,0.084,19,39,0.99554,3.37,0.79,10.37,5
6.98,0.12,0.418,2.18,0.065,21,41,0.99549,3.21,0.72,11.21,5
9.82,0.663,0.015,2.63,0.098,10,51,0.99647,3.2,0.63,9.48,5
6.54,0.674,0.486,2.21,0.028,41,67,0.99586,3.64,0.75,9.83,5
7.93,0.686,0.323,3.07,0.058,4,35,0.99693,3.24,0.57,9.2,5
10.4,0.222,0.029,2.79,0.084,16,29,0.99587,3.28,0.73,9.93,6
7.87,0.737,0.106,2.21,0.018,18,37,0.99599,3.33,0.77,8.4,4
5.5,0.56,0.255,1.37,0.069,33,75,0.99744,3.54,0.59,11.83,7
8.1,0.256,0.421,2.76,0.152,21,44,0.99654,3.37,0.58,11.62,7
6.44,0.544,0.389,3.09,0.044,25,66,0.99699,3.57,0.45,9.43,4
7.38,0.589,0.093,3.85,0.098,20,50,0.99567,3.1,0.62,9.35,5
7.56,0.629,0.43,1.91,0.101,18,32,0.99739,3.27,0.71,9.91,5
9.15,0.475,0.07,2.1,0.147,7,61,0.99538,3.42,0.64,11.19,4
10.12,0.638,0.351,2.65,0.083,18,50,0.99631,3.36,0.46,11.91,6
6.61,0.484,0.0,2.78,0.056,22,44,0.99552,3.53,0.64,9.95,5
6.49,0.574,0.312,2.42,0.034,10,15,0.99579,3.41,0.43,12.38,7
7.72,0.804,0.371,1.74,0.105,16,33,0.99681,3.56,0.56,9.6,4
11.06,0.797,0.288,2.86,0.067,14,45,0.99422,3.08,0.68,9.47,4
9.63,0.327,0.457,2.53,0.085,13,16,0.99579,3.19,0.7,10.53,6
6.06,0.282,0.241,1.34,0.071,16,64,0.99666,3.31,0.91,9.88,6
7.96,0.643,0.581,2.85,0.037,14,94,0.99668,3.39,0.5,10.59,6
7.48,0.488,0.354,1.93,0.083,28,59,0.99639,3.33,0.55,10.8,6
8.39,0.477,0.145,1.97,0.087,3,23,0.99671,3.31,0.53,9.48,5
8.5,0.54,0.009,1.77,0.076,29,45,0.99552,3.19,0.8,10.99,6
8.63,0.504,0.58,1.71,0.066,15,17,0.99719,3.14,0.62,9.36,5
9.32,0.749,0.155,2.21,0.062,25,83,0.99727,3.57,0.73,9.92,5
12.27,0.343,0.392,1.41,0.043,11,79,0.99883,3.37,0.6,11.51,7
6.87,0.763,0.497,2.19,0.057,29,81,0.99544,3.51,0.39,10.53,5
6.47,0.504,0.012,2.79,0.094,18,29,0.99831,3.29,0.47,9.05,6
9.21,0.429,0.145,2.85,0.112,8,19,0.99747,3.31,0.7,9.82,4
7.4,0.496,0.371,0.9,0.085,4,53,0.9962,3.28,0.7,10.33,5
9.44,0.557,0.56,5.47,0.038,1,31,0.99755,3.12,0.73,9.68,5
6.27,0.12,0.133,1.93,0.093,21,43,0.99581,3.44,0.56,10.65,5
6.33,0.428,0.152,3.72,0.091,7,34,0.99686,3.51,1.17,8.96,5
6.95,0.735,0.068,1.79,0.056,25,64,0.99666,3.1,0.9,9.07,5
6.4,0.755,0.652,2.53,0.095,8,39,0.99672,3.25,0.86,9.24,5
7.25,0.598,0.359,1.59,0.081,5,15,0.99472,3.35,0.81,11.23,5
9.57,0.546,0.457,2.54,0.062,17,37,0.99496,3.14,0.33,9.43,5
6.34,0.275,0.139,2.16,0.047,16,36,0.99551,3.58,0.55,10.3,6
7.02,0.337,0.054,1.35,0.102,10,29,0.99732,3.36,0.53,11.29,5
9.52,0.635,0.355,2.61,0.071,9,50,0.99683,3.59,0.75,9.22,5
7.6,0.656,0.594,1.39,0.076,37,66,0.99686,3.21,0.45,10.52,5
8.3,0.552,0.383,3.55,0.091,3,25,0.99723,3.21,0.5,10.39,5
9.22,0.476,0.0,1.15,0.08,8,23,0.99686,3.19,0.88,9.83,5
9.38,0.225,0.313,2.26,0.074,22,42,0.99666,3.2,0.62,10.98,6
8.12,0.335,0.032,2.12,0.054,11,67,0.99632,3.51,0.95,11.17,7
7.38,0.683,0.0,0.9,0.075,6,32,0.99539,3.49,0.72,11.83,6
5.31,0.443,0.209,2.41,0.051,16,19,0.99848,3.49,0.67,9.86,5
8.46,0.714,0.356,4.33,0.156,12,27,0.99674,3.17,0.53,9.13,4
9.35,0.425,0.376,2.61,0.068,9,34,0.99719,3.19,0.67,10.07,5
9.19,0.689,0.43,2.98,0.088,33,65,0.99504,3.34,0.76,10.77,6
5.32,0.504,0.473,1.62,0.17,36,93,0.99604,3.45,0.9,9.78,6
8.3,0.476,0.068,1.74,0.092,24,51,0.99576,3.39,0.59,8.7,5
8.77,0.443,0.173,2.33,0.074,27,42,0.99666,3.49,0.62,9.51,5
8.03,0.728,0.357,1.53,0.095,6,22,0.99663,3.45,0.46,10.63,5
5.34,0.151,0.0,1.9,0.107,3,30,0.99614,3.41,0.69,9.3,6
6.4,0.393,0.314,1.17,0.1,3,32,0.99699,3.5,0.55,10.69,6
5.54,0.473,0.0,2.72,0.072,15,156,0.99715,3.37,0.46,10.27,5
9.53,0.333,0.468,1.26,0.154,17,58,0.99555,3.37,0.99,10.13,6
10.57,0.12,0.109,0.9,0.066,18,53,0.99674,3.12,0.8,12.21,6
7.48,0.631,0.018,0.9,0.107,9,81,0.99538,3.26,0.72,10.1,5
5.43,0.276,0.432,3.37,0.087,5,28,0.99616,3.34,0.57,10.99,6
6.84,0.349,0.127,2.19,0.031,18,57,0.99584,3.25,0.71,9.63,6
9.43,0.254,0.475,2.26,0.069,8,45,0.99633,3.22,0.55,10.17,5
8.16,0.532,0.021,0.97,0.078,28,66,0.99439,3.34,0.66,10.14,4
9.86,0.317,0.322,3.63,0.097,8,22,0.99707,3.01,0.54,9.33,5
5.93,0.375,0.442,1.53,0.089,5,106,0.99621,3.3,0.5,11.96,6
9.13,0.294,0.538,4.62,0.039,21,42,0.99714,3.32,0.84,10.48,6
7.35,0.737,0.564,1.57,0.086,8,56,0.9967,3.36,0.46,10.09,5
8.53,0.492,0.363,0.9,0.05,12,28,0.99615,3.28,0.52,10.16,5
9.73,0.794,0.192,3.97,0.084,12,51,0.99693,3.18,0.48,10.73,5
8.65,0.706,0.327,2.09,0.122,19,54,0.99683,3.35,0.76,10.98,5
11.43,0.673,0.156,4.95,0.144,12,52,0.99541,3.29,0.37,9.29,5
8.35,0.471,0.655,1.86,0.061,26,59,0.99637,3.35,0.71,11.44,7
8.38,0.861,0.0,1.6,0.048,13,31,0.99631,3.29,0.73,9.72,4
5.77,0.557,0.159,2.47,0.117,22,65,0.99594,3.54,0.64,10.26,4
8.67,0.69,0.0,1.47,0.079,9,72,0.99519,3.4,0.62,10.73,5
5.95,0.389,0.177,1.69,0.073,25,47,0.99501,3.32,0.58,11.61,6
9.31,0.405,0.197,1.3,0.092,13,54,0.99655,3.55,0.86,11.35,6
7.35,0.526,0.387,4.05,0.08,11,16,0.99771,3.51,0.8,9.48,5
9.21,0.411,0.115,2.68,0.069,20,82,0.99597,3.28,0.57,10.98,6
8.16,0.701,0.198,1.59,0.052,2,83,0.99527,3.26,0.66,10.22,5
7.53,0.718,0.106,1.37,0.051,15,57,0.99619,3.37,0.54,10.65,6
6.87,0.647,0.436,2.51,0.095,9,32,0.99707,3.32,0.5,8.57,5
7.85,0.526,0.157,1.63,0.069,38,63,0.99739,3.3,0.78,9.34,5
11.35,0.529,0.131,1.58,0.102,3,102,0.99498,3.25,0.75,10.59,5
8.49,0.574,0.195,1.86,0.109,6,19,0.99683,3.32,0.69,11.3,4
9.35,0.238,0.662,4.17,0.11,33,59,0.99813,3.25,0.93,12.95,7
11.15,0.889,0.0,1.11,0.05,20,58,0.99478,3.08,0.54,11.6,6
11.15,0.712,0.221,2.5,0.06,14,58,0.99554,3.13,0.64,11.09,6
8.44,0.504,0.353,2.07,0.064,13,22,0.99723,3.32,1.04,9.75,5
6.46,0.665,0.272,4.15,0.129,29,49,0.99738,3.27,0.59,10.22,5
5.43,0.652,0.432,1.72,0.097,26,73,0.99687,3.37,0.47,11.9,5
10.41,0.411,0.07,2.78,0.046,17,33,0.99694,3.11,0.6,11.7,7
7.05,0.448,0.042,2.83,0.047,14,53,0.99647,3.32,0.79,11.51,5
9.9,0.901,0.269,2.78,0.072,6,30,0.99751,3.31,0.74,10.87,4
10.52,0.64,0.054,1.52,0.087,10,30,0.99559,3.33,0.46,9.59,5
9.54,0.588,0.331,1.4,0.077,9,18,0.99524,3.12,0.5,9.32,6
11.93,0.509,0.245,2.13,0.051,31,99,0.99546,3.06,0.61,8.53,6
10.33,0.189,0.377,2.51,0.111,15,18,0.99681,3.06,0.58,9.87,6
7.24,0.776,0.604,1.12,0.061,17,31,0.99586,3.42,0.55,9.63,4
7.78,0.54,0.334,1.7,0.054,8,20,0.99682,3.36,0.58,9.34,5
7.55,0.497,0.208,2.32,0.1,15,41,0.99667,3.19,0.79,10.96,5
5.1,0.675,0.557,2.88,0.12,13,23,0.99614,3.52,0.88,9.66,5
9.66,0.885,0.549,3.29,0.068,29,33,0.9959,3.44,0.91,10.71,6
8.44,0.85,0.167,3.7,0.054,19,78,0.99778,3.33,0.68,9.59,5
9.44,0.57,0.011,2.9,0.035,29,56,0.99708,3.13,0.46,11.01,6
7.32,0.259,0.256,2.54,0.068,2,64,0.99665,3.4,0.54,9.58,6
7.43,0.254,0.477,2.03,0.086,26,32,0.99477,3.46,0.81,11.86,6
6.7,0.428,0.382,1.32,0.072,28,117,0.99634,3.18,0.7,10.62,6
8.58,0.12,0.036,1.55,0.08,6,29,0.9955,3.54,0.8,12.63,6
6.54,0.442,0.382,2.43,0.063,15,24,0.99582,3.39,0.75,10.24,5
9.1,0.592,0.036,1.61,0.045,11,40,0.99617,3.24,0.63,9.86,5
10.49,0.778,0.053,1.86,0.119,14,73,0.9969,3.23,0.33,11.23,5
9.19,0.553,0.054,4.12,0.039,18,34,0.99675,3.34,0.33,9.06,5
7.4,0.264,0.176,4.35,0.095,13,37,0.99623,3.38,0.66,10.4,5
8.41,0.711,0.384,3.96,0.085,16,24,0.99746,3.34,0.58,10.94,6
7.55,0.194,0.0,1.31,0.055,17,34,0.99625,3.4,0.68,11.54,7
8.12,0.538,0.476,4.12,0.071,15,38,0.99752,3.44,0.67,8.4,5
10.35,0.567,0.115,3.19,0.046,23,67,0.99696,3.3,0.72,10.9,6
7.85,0.33,0.0,1.5,0.051,5,21,0.9953,3.5,0.63,10.3,6
6.25,0.209,0.0,2.67,0.094,10,28,0.99697,3.34,0.71,11.85,6
6.19,0.761,0.284,1.69,0.074,8,50,0.99676,3.28,0.52,13.24,6
9.87,0.552,0.052,2.13,0.054,26,100,0.99659,3.26,0.54,9.73,5
8.05,0.591,0.0,3.81,0.095,9,48,0.99699,3.3,0.74,10.49,5
8.63,0.464,0.0,4.43,0.091,14,47,0.99741,3.16,0.41,10.93,6
6.53,0.696,0.455,2.64,0.054,21,51,0.99782,3.59,0.44,11.05,5
7.29,0.702,0.372,1.97,0.075,35,52,0.99656,3.16,0.69,11.81,8
5.85,0.628,0.018,2.24,0.104,10,38,0.99641,3.22,0.48,12.56,6
9.68,0.373,0.403,2.29,0.081,5,23,0.99698,3.37,0.41,11.47,6
6.97,0.213,0.166,2.84,0.083,39,101,0.99571,3.62,0.77,11.74,6
10.56,0.461,0.121,2.78,0.042,9,17,0.99581,3.22,0.8,10.38,5
7.65,0.719,0.38,3.42,0.062,30,38,0.99616,3.26,0.61,11.08,5
9.58,0.537,0.174,3.5,0.111,9,15,0.99645,3.22,0.6,11.56,6
7.81,0.594,0.105,1.84,0.123,47,134,0.99711,3.32,0.85,10.65,6
6.92,0.288,0.077,1.25,0.109,37,131,0.99535,3.39,0.72,9.55,6
9.09,0.712,0.256,1.45,0.051,20,44,0.9966,3.3,0.43,9.56,5
8.26,0.675,0.409,2.78,0.082,18,65,0.99603,3.25,0.77,10.11,5
7.13,0.79,0.122,6.14,0.128,3,25,0.99746,3.5,0.63,10.99,4
9.27,0.783,0.57,3.2,0.044,35,77,0.99696,3.18,0.61,9.17,5
9.19,0.541,0.329,8.7,0.037,26,66,0.99947,3.35,0.95,10.11,4
6.83,0.525,0.165,2.3,0.082,30,58,0.99725,3.18,1.1,11.17,5
11.04,0.321,0.221,1.17,0.072,17,33,0.99639,3.13,0.58,10.35,5
8.66,0.909,0.0,2.03,0.048,9,24,0.99675,3.07,0.58,9.94,4
5.22,0.609,0.218,3.66,0.041,32,60,0.99558,3.28,0.72,10.33,5
9.97,0.744,0.323,2.95,0.086,1,24,0.99674,3.25,0.86,12.08,6
8.33,0.706,0.258,3.82,0.052,32,99,0.99756,3.15,0.33,11.08,6
6.77,0.74,0.138,3.0,0.062,8,19,0.99621,3.4,0.36,10.71,4
6.9,0.467,0.304,1.66,0.095,16,60,0.99582,3.61,0.49,8.66,5
9.39,0.316,0.335,4.3,0.035,14,29,0.99829,3.23,0.51,11.54,6
9.8,0.562,0.323,2.14,0.12,20,36,0.99727,3.27,0.57,11.02,5
6.15,0.352,0.0,2.23,0.064,3,16,0.99558,3.43,0.75,11.46,6
7.91,0.569,0.267,1.27,0.057,16,30,0.99603,3.3,0.9,9.33,6
6.49,0.5,0.486,1.31,0.121,5,106,0.99575,3.11,1.19,10.45,6
10.3,0.394,0.793,3.71,0.029,5,21,0.99848,3.06,0.33,10.26,5
6.18,0.382,0.29,1.87,0.178,53,74,0.99761,3.41,0.39,10.78,6
6.46,0.12,0.0,3.26,0.036,22,30,0.99546,3.22,0.38,8.68,5
8.45,0.607,0.121,1.0,0.062,8,31,0.99603,3.44,0.91,12.0,5
10.19,0.542,0.057,3.92,0.081,18,24,0.99589,3.22,0.8,9.46,5
8.53,0.575,0.039,2.9,0.022,13,28,0.99758,3.5,0.5,11.72,6
9.31,0.346,0.316,1.66,0.078,11,40,0.99864,3.4,0.57,11.95,6
7.99,0.62,0.198,1.61,0.041,26,52,0.99555,3.38,1.04,9.94,5
7.74,0.382,0.254,4.84,0.077,10,29,0.99866,3.37,0.75,10.04,5
9.02,0.611,0.319,1.74,0.124,29,65,0.99823,3.03,0.53,10.28,5
7.95,0.603,0.624,1.69,0.088,11,47,0.99496,3.13,0.63,10.31,6
8.73,0.528,0.0,1.69,0.067,20,65,0.99641,3.32,0.66,10.37,6
6.64,0.323,0.363,1.33,0.111,9,40,0.99613,3.37,0.4,11.98,6
8.8,0.321,0.487,2.4,0.152,6,25,0.99638,3.31,0.57,12.07,5
8.91,0.584,0.022,4.78,0.047,3,11,0.99687,3.28,0.81,11.15,6
8.97,0.592,0.289,2.26,0.086,44,81,0.99708,3.34,0.76,9.94,5
8.27,0.508,0.0,3.31,0.065,3,35,0.99637,3.28,0.51,10.53,6
5.84,0.238,0.046,3.82,0.043,11,36,0.99552,3.23,0.55,10.33,6
7.99,0.435,0.634,2.72,0.062,8,45,0.9953,3.29,0.52,11.17,5
7.12,0.431,0.595,5.02,0.04,4,21,0.99783,3.1,0.61,10.82,6
8.19,0.484,0.437,3.07,0.048,17,42,0.99544,3.4,0.68,8.94,4
8.48,0.584,0.238,4.83,0.065,17,60,0.99528,3.32,0.49,10.52,5
7.9,0.721,0.288,1.29,0.056,15,62,0.99577,3.38,0.73,10.88,5
10.08,0.598,0.365,1.12,0.071,25,43,0.99681,3.25,0.57,10.55,5
10.15,0.582,0.328,2.31,0.038,6,40,0.99574,3.42,0.83,10.02,5
7.89,0.311,0.212,3.09,0.124,2,24,0.99656,3.13,1.08,11.22,5
8.29,0.46,0.004,3.34,0.058,13,30,0.99649,3.29,0.42,11.02,5
4.6,0.388,0.253,0.9,0.053,34,49,0.99642,3.57,0.33,10.44,6
8.94,0.605,0.194,1.8,0.054,7,36,0.99741,3.32,0.59,11.33,6
7.43,0.401,0.448,2.05,0.154,20,93,0.99637,3.45,0.76,10.93,6
10.61,0.7,0.012,1.9,0.092,17,33,0.99602,2.98,0.89,9.37,4
12.28,0.521,0.292,0.98,0.051,19,24,0.99821,3.24,0.6,9.32,6
